class_0,mmr_0,class_1,mmr_1,class_2,mmr_2,class_3,mmr_3,class_4,mmr_4,class_5,mmr_5,class_6,mmr_6,class_7,mmr_7,class_8,mmr_8,class_9,mmr_9,win,kerri_win_pct
Mira,1940,Ascendant,2060,Zagara,1920,Scientist,2580,Dehaka,2300,Prophet,1920,Ascendant,1460.0,Selendis,1460.0,Scientist,2140.0,Scientist,1980.0,Kerrigan,0.45838282
Nomad,1440,Kerrigan,1120,Niadra,1160,Selendis,1600,Scientist,1540,Spirit,1600,Spirit,1500.0,Prophet,940.0,Scientist,1160.0,Team Nova,1480.0,Survivor,0.20517609
Nomad,1700,Scientist,1640,Dehaka,940,Artanis,1820,Niadra,1200,Spirit,1500,Spirit,1220.0,Stukov,1480.0,Ascendant,1160.0,Mira,1520.0,Survivor,0.11378903
Selendis,1360,Spirit,1640,Spirit,1720,Nomad,1480,Artanis,2020,Scientist,1620,Niadra,1100.0,Prophet,1220.0,Dehaka,1500.0,Artanis,1160.0,Survivor,0.21622027
Dark Templar,1420,Zagara,1180,Prophet,920,Artanis,1480,Selendis,1800,Dehaka,1200,Ares,1960.0,Scientist,1520.0,Team Nova,1800.0,Ascendant,1260.0,Survivor,0.13934489
Selendis,1420,Dark Templar,1700,Zagara,2060,Ascendant,2400,Stukov,1180,Stukov,1260,Artanis,1360.0,Spirit,1960.0,Scion,2100.0,Kerrigan,1200.0,Survivor,0.3271638
Scientist,1340,Ascendant,1260,Ascendant,1700,Nomad,1040,Dehaka,1740,Selendis,1240,Team Nova,1500.0,Ascendant,1200.0,Artanis,1300.0,Zagara,1240.0,Kerrigan,0.6747081
Swann,2120,Zagara,1400,Team Nova,2300,Scientist,2240,Scientist,1280,Dehaka,1420,Ascendant,1900.0,Ascendant,1480.0,Nomad,1760.0,Scientist,1220.0,Kerrigan,0.0955609
Stukov,2000,Dark Templar,1740,Selendis,1640,Prophet,1840,Dehaka,1320,Zagara,1180,Artanis,1460.0,Ares,1280.0,Stukov,1200.0,Ares,1500.0,Survivor,0.13929646
Scientist,1920,Ares,1200,Zagara,1180,Spirit,1280,Artanis,1260,Artanis,1500,Helios,1560.0,Kerrigan,1520.0,Spirit,1460.0,Ascendant,1200.0,Survivor,0.39682698
Scion,1920,Ascendant,1860,Zagara,1240,Stukov,1220,Scientist,1540,Stukov,1200,Kerrigan,1200.0,Ascendant,1760.0,Selendis,1420.0,Selendis,1640.0,Survivor,0.14019373
Stukov,1380,Scientist,1200,Scientist,1200,Ascendant,1200,Zagara,1260,Thakras,1480,Ascendant,1200.0,Stukov,1200.0,Stukov,980.0,,,Survivor,0.7455303
Spirit,1440,Prophet,1240,Zagara,1000,Team Nova,1360,Mira,1220,Kerrigan,1060,Helios,1800.0,Nomad,1600.0,Selendis,1260.0,,,Survivor,0.1662795
Kerrigan,1280,Mira,1400,Ascendant,2540,Zagara,2480,Ascendant,1540,Stukov,1200,Stukov,1820.0,Swann,1400.0,Scientist,1200.0,Prophet,1180.0,Kerrigan,0.7403565
Scientist,1380,Scientist,1280,Dehaka,1140,Prophet,1320,Selendis,1400,Dark Templar,1280,Zagara,1360.0,Scientist,1180.0,Spirit,1260.0,Ascendant,1520.0,Kerrigan,0.44831875
Selendis,1300,Zagara,1580,Artanis,1220,Selendis,660,Stukov,1220,Ascendant,1540,Swann,1160.0,Ascendant,1460.0,Dehaka,1300.0,Dark Templar,920.0,Kerrigan,0.7387001
Zagara,1180,Dark Templar,2300,Ascendant,1260,Ares,2080,Scientist,1420,Scientist,1960,Thakras,1480.0,Selendis,1600.0,Stukov,1460.0,,,Kerrigan,0.13562605
Prophet,2040,Team Nova,1820,Ares,1660,Zagara,1300,Nomad,1320,Helios,1520,Dark Templar,1640.0,Ascendant,1300.0,Helios,1260.0,Thakras,1160.0,Survivor,0.13766795
Prophet,2060,Dehaka,1340,Helios,1140,Scientist,1480,Ascendant,1400,Zagara,1160,Mira,1420.0,Selendis,1220.0,Dark Templar,1640.0,Nomad,1300.0,Kerrigan,0.22718386
Ascendant,2520,Artanis,1380,Spirit,2080,Prophet,1280,Zagara,1160,Dehaka,1420,Team Nova,1880.0,Dark Templar,1420.0,Spirit,1220.0,Nomad,1540.0,Survivor,0.09156715
Spirit,1460,Dehaka,1620,Prophet,1480,Nomad,1360,Artanis,1380,Selendis,1540,Scientist,1320.0,Zagara,1500.0,Ascendant,1500.0,Ascendant,1200.0,Kerrigan,0.67996836
Swann,1600,Mira,1440,Selendis,1380,Scientist,1380,Scientist,1900,Helios,1640,Zagara,1560.0,Kerrigan,1500.0,Nomad,1680.0,Selendis,1740.0,Survivor,0.39653194
Dehaka,1940,Scientist,1600,Selendis,1600,Team Nova,1300,Dark Templar,880,Artanis,1200,Spirit,1280.0,Scientist,1220.0,Zagara,940.0,Ascendant,1660.0,Survivor,0.6246757
Swann,1460,Niadra,1220,Ascendant,1380,Ascendant,1100,Prophet,2180,Ascendant,1580,Dehaka,1240.0,Ascendant,1200.0,Ascendant,1200.0,Scientist,1300.0,Survivor,0.23634595
Team Nova,1420,Ascendant,1180,Nomad,1220,Ascendant,1340,Prophet,2280,Selendis,1360,Zagara,1100.0,Ascendant,1200.0,Kerrigan,2200.0,Selendis,1300.0,Kerrigan,0.67889065
Selendis,1340,Team Nova,1260,Ascendant,1960,Niadra,1000,Dehaka,1380,Scientist,1200,Scientist,1200.0,Prophet,1020.0,Selendis,1420.0,Scientist,1220.0,Survivor,0.31907105
Nomad,1500,Helios,1400,Dehaka,1200,Scientist,1480,Dark Templar,1560,Ascendant,1240,Scientist,1340.0,Helios,1500.0,Niadra,1220.0,Prophet,1660.0,Survivor,0.2414185
Stukov,1120,Spirit,1420,Ares,1120,Artanis,2100,Artanis,2280,Dehaka,1300,Team Nova,2040.0,Scientist,1300.0,Prophet,1660.0,Niadra,1200.0,Kerrigan,0.10143416
Spirit,1680,Ares,1020,Prophet,1060,Scientist,1120,Ascendant,1180,Ascendant,1200,Dehaka,1100.0,Nomad,1660.0,Zagara,1220.0,,,Kerrigan,0.40067184
Spirit,2320,Zagara,1640,Ascendant,1260,Stukov,1680,Team Nova,1640,Helios,1700,Artanis,1600.0,Artanis,860.0,Thakras,1300.0,Ascendant,1200.0,Survivor,0.31140637
Mira,1460,Spirit,1880,Selendis,1520,Nomad,1660,Scientist,2340,Nomad,1400,Team Nova,1500.0,Niadra,1320.0,Engineer,1720.0,,,Survivor,0.11095728
Spirit,1960,Swann,1000,Niadra,1100,Selendis,1240,Spirit,1140,Kerrigan,1160,Nomad,1540.0,Scientist,1180.0,Prophet,1180.0,Artanis,1400.0,Kerrigan,0.25941753
Spirit,1780,Team Nova,1300,Niadra,1500,Scientist,2280,Prophet,1600,Spirit,1300,Kerrigan,1400.0,Dark Templar,1440.0,Ascendant,1540.0,,,Survivor,0.286626
Kerrigan,1120,Selendis,1480,Dark Templar,1380,Prophet,760,Nomad,640,Ares,1760,Niadra,1320.0,Artanis,1580.0,Ascendant,600.0,Helios,2120.0,Survivor,0.31847116
Ascendant,1240,Stukov,1200,Stukov,1200,Selendis,1300,Ascendant,1340,Engineer,1380,Spirit,1520.0,Ascendant,1540.0,Zagara,1120.0,Dehaka,1140.0,Survivor,0.31602764
Dehaka,2580,Mira,2040,Zagara,1100,Scion,1440,Nomad,2020,Stukov,1420,Artanis,1300.0,Artanis,1620.0,Prophet,1400.0,Spirit,1180.0,Survivor,0.73262644
Niadra,1180,Dark Templar,2320,Prophet,1980,Scientist,1280,Helios,1520,Ascendant,1180,Thakras,1180.0,Scion,1820.0,Engineer,1400.0,Artanis,1260.0,Survivor,0.0897175
Kerrigan,1320,Stukov,1580,Scientist,1200,Mira,1880,Zagara,1340,Selendis,1960,Prophet,1280.0,Selendis,1160.0,Selendis,1460.0,,,Survivor,0.31554982
Team Nova,1620,Niadra,1000,Dehaka,1480,Scientist,1480,Ascendant,1480,Spirit,1780,Selendis,1520.0,Selendis,1460.0,Spirit,1740.0,Selendis,1480.0,Survivor,0.19521566
Spirit,2000,Niadra,1160,Selendis,1480,Scientist,1460,Nomad,1460,Ascendant,1160,Kerrigan,1200.0,Prophet,780.0,Scientist,1640.0,Spirit,1540.0,Survivor,0.16724096
Selendis,1380,Dehaka,1060,Prophet,1260,Zagara,1260,Ares,1960,Team Nova,1520,Selendis,1220.0,Scientist,1220.0,,,,,Survivor,0.27183807
Ascendant,1200,Selendis,1160,Dehaka,1200,Zagara,1460,Spirit,1260,Scientist,1500,Spirit,1240.0,Stukov,1400.0,Selendis,1400.0,Dark Templar,1700.0,Survivor,0.46867606
Stukov,1740,Stukov,1600,Team Nova,1340,Swann,1300,Prophet,1180,Ares,1500,Thakras,1520.0,Nomad,1340.0,Ascendant,1480.0,Zagara,1160.0,Survivor,0.37785766
Prophet,2020,Team Nova,1760,Selendis,1300,Nomad,1900,Scientist,1840,Engineer,1480,Zagara,1200.0,Ascendant,1740.0,Dehaka,1160.0,Ascendant,680.0,Survivor,0.0877735
Dehaka,1880,Selendis,1540,Selendis,1680,Zagara,2160,Team Nova,1800,Ascendant,1720,Helios,1380.0,Ascendant,1540.0,Engineer,1940.0,Artanis,1480.0,Kerrigan,0.8091327
Helios,2260,Ascendant,1300,Thakras,1100,Niadra,1820,Ascendant,1200,Scientist,1200,Scientist,1720.0,Artanis,1340.0,Ascendant,1160.0,Ascendant,1140.0,Survivor,0.46805432
Selendis,1360,Prophet,1840,Scion,2040,Artanis,1360,Zagara,1140,Ares,1420,Scientist,1180.0,Kerrigan,1300.0,Artanis,1820.0,Selendis,1420.0,Survivor,0.15990154
Artanis,1920,Kerrigan,1960,Ascendant,2540,Ascendant,1820,Selendis,1560,Dark Templar,1280,Prophet,1420.0,Engineer,1380.0,Scientist,1540.0,Zagara,1300.0,Kerrigan,0.31507483
Ascendant,1200,Helios,1100,Team Nova,940,Dehaka,1120,Dark Templar,1420,Zagara,2160,Selendis,1260.0,Prophet,1740.0,Ascendant,1160.0,Stukov,1160.0,Kerrigan,0.8407942
Nomad,1180,Prophet,1660,Ascendant,1280,Zagara,2560,Scientist,1400,Spirit,2320,Ascendant,1840.0,Ascendant,1440.0,Nomad,1440.0,Kerrigan,1380.0,Survivor,0.7970893
Zagara,1480,Spirit,2060,Kerrigan,1360,Scientist,1540,Ascendant,1180,Ascendant,1220,Ascendant,1180.0,Spirit,1180.0,Stukov,1440.0,Prophet,1160.0,Kerrigan,0.51375294
Team Nova,1300,Scientist,1240,Scientist,1580,Ascendant,1200,Mira,1500,Ares,1180,Dark Templar,1400.0,Niadra,1480.0,Prophet,1600.0,,,Survivor,0.6054353
Dehaka,2580,Nomad,1660,Ares,1780,Mira,1400,Scientist,1080,Zagara,1260,Selendis,1740.0,Ascendant,1160.0,Ascendant,1220.0,Stukov,1400.0,Kerrigan,0.90312344
Dark Templar,2100,Engineer,1280,Spirit,1600,Selendis,1380,Engineer,1660,Dehaka,1780,Zagara,1260.0,Scientist,1340.0,Selendis,1360.0,Ascendant,1160.0,Kerrigan,0.48317298
Ascendant,1200,Dark Templar,1540,Zagara,1980,Ascendant,1320,Kerrigan,1960,Ascendant,1200,Spirit,1180.0,Artanis,1200.0,Stukov,1200.0,Prophet,1400.0,Kerrigan,0.95740616
Dehaka,1180,Spirit,1220,Team Nova,1160,Dark Templar,1500,Zagara,1240,Selendis,1580,Ascendant,1480.0,Scientist,1680.0,Artanis,1160.0,Stukov,1000.0,Survivor,0.3354692
Prophet,1340,Dehaka,2200,Artanis,1140,Scientist,1200,Ascendant,2220,Scientist,1700,Ares,1240.0,Ascendant,1200.0,Ascendant,1200.0,,,Kerrigan,0.95514905
Zagara,1880,Team Nova,1600,Spirit,1160,Spirit,2280,Scientist,2340,Scientist,1340,Stukov,1240.0,Kerrigan,1240.0,Prophet,1540.0,Stukov,1700.0,Survivor,0.26769784
Kerrigan,2220,Ascendant,1460,Zagara,1380,Scientist,1340,Ascendant,1820,Prophet,1720,Stukov,1640.0,Team Nova,1440.0,Selendis,1140.0,Nomad,1340.0,Kerrigan,0.78636897
Nomad,1300,Stukov,1900,Dehaka,1040,Zagara,1320,Ascendant,1300,Ascendant,1260,Ascendant,1600.0,Spirit,1160.0,Selendis,980.0,Scientist,1500.0,Survivor,0.27622885
Prophet,1920,Spirit,1180,Dark Templar,1580,Ascendant,1200,Ascendant,1200,Scientist,1560,Niadra,1300.0,Dehaka,1900.0,Ascendant,1640.0,,,Kerrigan,0.64575005
Spirit,1920,Helios,1480,Niadra,1180,Prophet,1820,Dehaka,1280,Dark Templar,1780,Ascendant,1160.0,Team Nova,1740.0,Mira,1320.0,Nomad,1660.0,Kerrigan,0.115725085
Selendis,1520,Spirit,1520,Niadra,1300,Prophet,2020,Kerrigan,1320,Mira,1820,Spirit,1300.0,Team Nova,1320.0,Ascendant,1220.0,Scientist,1820.0,Survivor,0.20653301
Scientist,2300,Prophet,700,Dehaka,1640,Niadra,1200,Ascendant,1760,Stukov,1220,Dark Templar,1440.0,Selendis,1560.0,Helios,1440.0,Ascendant,1360.0,Kerrigan,0.299954
Spirit,2060,Ascendant,1200,Stukov,1200,Swann,1120,Selendis,1380,Zagara,1080,Dehaka,1240.0,Team Nova,1620.0,Prophet,1140.0,Scientist,1220.0,Survivor,0.2368183
Spirit,1560,Dehaka,1960,Spirit,1180,Helios,1380,Ascendant,1200,Selendis,1240,Spirit,1180.0,Niadra,1220.0,Ascendant,1620.0,Selendis,1160.0,Kerrigan,0.800877
Scientist,1300,Zagara,1200,Kerrigan,1280,Mira,1440,Ascendant,1340,Mira,2300,Selendis,1660.0,Dark Templar,2100.0,Engineer,1560.0,Stukov,1200.0,Survivor,0.10438322
Scientist,1740,Zagara,2180,Team Nova,2120,Ascendant,1800,Scientist,1280,Mira,1660,Kerrigan,1340.0,Swann,1540.0,Mira,1360.0,Prophet,1960.0,Kerrigan,0.4802783
Mira,1420,Dehaka,2300,Ares,1660,Zagara,1580,Prophet,1420,Nomad,2180,Ascendant,1620.0,Ascendant,1220.0,Spirit,1640.0,Stukov,1100.0,Kerrigan,0.7934253
Ascendant,1900,Dark Templar,2080,Artanis,1220,Zagara,1300,Swann,1900,Mira,2420,Scientist,1340.0,Prophet,2540.0,Spirit,1380.0,Thakras,1820.0,Survivor,0.12281797
Thakras,2060,Spirit,1140,Swann,1440,Prophet,1560,Dark Templar,1620,Engineer,1480,Selendis,1180.0,Niadra,1360.0,Selendis,1280.0,Ascendant,1180.0,Kerrigan,0.8304383
Ascendant,1140,Ascendant,1620,Nomad,1960,Selendis,1640,Ascendant,1160,Zagara,1320,Helios,1560.0,Ascendant,1200.0,Stukov,2040.0,Dehaka,1180.0,Survivor,0.17413129
Stukov,1200,Zagara,1540,Dehaka,980,Stukov,1120,Ascendant,1200,Ascendant,1300,Selendis,1600.0,Artanis,1620.0,Selendis,1560.0,Ascendant,1220.0,Kerrigan,0.45050418
Spirit,1940,Zagara,1480,Artanis,1780,Kerrigan,2120,Mira,1500,Prophet,1320,Team Nova,1260.0,Ascendant,1160.0,Ascendant,1220.0,Selendis,1120.0,Kerrigan,0.8167653
Stukov,1880,Ascendant,1400,Ares,2140,Ares,2180,Dehaka,2320,Mira,1140,Scientist,1740.0,Mira,1960.0,Stukov,1720.0,Zagara,1340.0,Survivor,0.43347323
Artanis,1540,Scientist,1200,Zagara,1300,Prophet,2540,Selendis,2560,Spirit,1420,Helios,1360.0,Kerrigan,1280.0,Scientist,1680.0,Ares,1200.0,Survivor,0.06999776
Selendis,1300,Spirit,2560,Prophet,2040,Niadra,1480,Selendis,1360,Nomad,1560,Swann,1280.0,Scientist,1640.0,Kerrigan,1220.0,Scientist,1180.0,Survivor,0.13915431
Scion,1960,Zagara,1560,Scientist,1360,Kerrigan,1360,Spirit,1180,Scientist,1780,Spirit,1780.0,Mira,1780.0,Prophet,2580.0,Selendis,1580.0,Survivor,0.10836801
Prophet,1600,Scientist,1360,Stukov,1820,Ascendant,1180,Ascendant,1260,Swann,1580,Stukov,1340.0,Zagara,1560.0,Ascendant,1320.0,Kerrigan,1700.0,Kerrigan,0.6893932
Mira,1160,Swann,1820,Helios,1780,Ascendant,2280,Zagara,1440,Dehaka,1220,Scientist,2180.0,Ascendant,1540.0,Prophet,1380.0,,,Survivor,0.11489385
Nomad,1960,Ascendant,1500,Scion,1960,Dehaka,1280,Zagara,1240,Dark Templar,1520,Ares,1200.0,Stukov,1420.0,Prophet,1940.0,,,Kerrigan,0.15562905
Spirit,1980,Engineer,1480,Dehaka,1300,Ascendant,1840,Nomad,1460,Niadra,1120,Prophet,1300.0,Ascendant,1880.0,Scientist,1200.0,Ascendant,1200.0,Survivor,0.16564591
Dark Templar,600,Prophet,1500,Helios,1220,Scientist,2060,Zagara,1020,Ares,1740,Helios,1640.0,Kerrigan,1580.0,Scientist,2420.0,Swann,1340.0,Survivor,0.12612994
Scientist,1620,Dark Templar,1420,Selendis,1520,Dehaka,1500,Ascendant,1220,Zagara,1440,Nomad,1360.0,Ascendant,1480.0,Prophet,2140.0,Scientist,1280.0,Survivor,0.36875385
Spirit,1720,Scientist,1580,Artanis,1380,Zagara,1500,Ascendant,1240,Artanis,1320,Dark Templar,1700.0,Ares,1420.0,Prophet,1840.0,Kerrigan,1320.0,Survivor,0.33988532
Scientist,1320,Selendis,1800,Selendis,1600,Prophet,1860,Mira,1500,Selendis,1580,Ares,1200.0,Spirit,1400.0,Kerrigan,2180.0,Zagara,1220.0,Kerrigan,0.64520675
Dark Templar,1260,Prophet,1320,Scientist,1200,Kerrigan,1240,Spirit,1200,Scientist,1520,Selendis,1320.0,Helios,1560.0,Mira,1260.0,Zagara,1560.0,Kerrigan,0.58747715
Spirit,2040,Prophet,1840,Nomad,1540,Niadra,1140,Dehaka,1900,Stukov,1200,Ascendant,1200.0,Artanis,1260.0,Ascendant,1200.0,Selendis,1260.0,Kerrigan,0.5539716
Dark Templar,1560,Dehaka,1020,Nomad,1720,Zagara,1120,Stukov,1200,Scientist,1220,Ares,1620.0,Stukov,1200.0,Scientist,1340.0,Nomad,1460.0,Survivor,0.18284044
Dehaka,1240,Dark Templar,1160,Mira,1400,Swann,900,Ascendant,1180,Artanis,1320,Zagara,1160.0,Scientist,1480.0,Ares,1360.0,Stukov,1480.0,Kerrigan,0.43063447
Scientist,1180,Zagara,1800,Ares,1200,Selendis,1680,Stukov,1200,Kerrigan,2520,Scientist,1420.0,Team Nova,2380.0,Selendis,1880.0,Prophet,1560.0,Kerrigan,0.89277434
Niadra,1120,Kerrigan,1280,Engineer,1520,Scientist,1760,Nomad,1840,Ares,1480,Scientist,1860.0,Spirit,1200.0,Prophet,1460.0,,,Survivor,0.16154836
Dehaka,1280,Ares,1820,Stukov,1380,Scientist,1280,Ascendant,1680,Prophet,1600,Stukov,1460.0,Zagara,1180.0,Dark Templar,1740.0,Team Nova,1200.0,Kerrigan,0.18257363
Dehaka,2380,Swann,2160,Zagara,1340,Selendis,1120,Prophet,1760,Team Nova,1580,Scientist,1100.0,Spirit,1860.0,Stukov,1140.0,Ascendant,1200.0,Kerrigan,0.787483
Kerrigan,1380,Selendis,1480,Ascendant,780,Ascendant,1320,Stukov,1440,Mira,1860,Dark Templar,1680.0,Scientist,1240.0,Zagara,1200.0,Ares,1160.0,Survivor,0.35009867
Scientist,1960,Selendis,1540,Selendis,1400,Ascendant,1140,Dark Templar,1220,Spirit,1800,Zagara,1160.0,Team Nova,1660.0,Kerrigan,1340.0,Ascendant,1220.0,Survivor,0.21604702
Ascendant,1140,Zagara,1100,Ares,1200,Scientist,1200,Dehaka,1460,Scientist,1160,Ascendant,1280.0,Prophet,1280.0,Ascendant,1200.0,Helios,1220.0,Kerrigan,0.6576086
Spirit,2020,Ascendant,1200,Kerrigan,1240,Artanis,1440,Ascendant,1200,Ascendant,1240,Artanis,1220.0,Scion,1720.0,Zagara,1460.0,,,Kerrigan,0.41270402
Stukov,1640,Zagara,1240,Selendis,960,Ascendant,1240,Ascendant,1220,Team Nova,1020,Artanis,1240.0,Kerrigan,1260.0,Dark Templar,1420.0,Ascendant,1100.0,Kerrigan,0.5074891
Artanis,1500,Kerrigan,1820,Scientist,1100,Swann,1520,Ascendant,1240,Ascendant,1200,Ares,1220.0,Niadra,1340.0,Stukov,1500.0,Stukov,1160.0,Kerrigan,0.8101136
Dehaka,1860,Swann,1380,Ascendant,1700,Stukov,2020,Niadra,1260,Nomad,1660,Scientist,1500.0,Mira,1420.0,Artanis,1140.0,Dark Templar,1700.0,Survivor,0.43340394
Stukov,1200,Dark Templar,2420,Ascendant,2580,Prophet,1840,Zagara,1260,Stukov,1340,Scientist,1180.0,Scientist,1680.0,Kerrigan,1180.0,Spirit,1580.0,Survivor,0.044914417
Prophet,1640,Ascendant,1360,Selendis,1280,Thakras,1220,Ascendant,1620,Swann,1420,Niadra,860.0,Stukov,1620.0,Ascendant,1200.0,Ascendant,1200.0,Survivor,0.17505743
Spirit,2100,Team Nova,2080,Ascendant,1740,Scientist,1860,Zagara,1160,Dark Templar,1780,Prophet,1300.0,Ascendant,1400.0,Dehaka,1220.0,,,Survivor,0.06980117
Team Nova,1800,Kerrigan,1340,Selendis,1420,Ascendant,1220,Prophet,1640,Niadra,1520,Ascendant,1000.0,Ares,1200.0,Ascendant,1200.0,Stukov,1180.0,Survivor,0.5770478
Kerrigan,1260,Prophet,1480,Ascendant,1200,Ascendant,1320,Zagara,1840,Nomad,1760,Dark Templar,1440.0,Team Nova,1880.0,Helios,2340.0,Stukov,1200.0,Kerrigan,0.35247144
Mira,1920,Scientist,1820,Scion,2580,Selendis,1400,Zagara,1340,Selendis,1460,Kerrigan,1560.0,Scientist,1460.0,Scientist,1460.0,Spirit,1360.0,Survivor,0.17505851
Scientist,2260,Team Nova,1620,Selendis,1360,Scientist,1280,Dehaka,1660,Spirit,2000,Spirit,1160.0,Dark Templar,1620.0,Artanis,2280.0,Zagara,1160.0,Survivor,0.1517984
Zagara,1680,Scientist,1280,Stukov,1180,Team Nova,1720,Prophet,1240,Scientist,1180,Dehaka,1940.0,Scientist,1000.0,Scientist,1200.0,Scientist,1440.0,Kerrigan,0.9041454
Dark Templar,2240,Scientist,1600,Prophet,2140,Dehaka,1340,Mira,1640,Nomad,1840,Zagara,2060.0,Selendis,1400.0,Helios,1580.0,Selendis,1500.0,Survivor,0.3500854
Nomad,1280,Stukov,1820,Ares,1180,Ascendant,1500,Scientist,1420,Ascendant,1140,Artanis,1560.0,Zagara,800.0,Thakras,2360.0,Ascendant,600.0,Kerrigan,0.75533426
Zagara,1120,Scientist,1340,Stukov,1200,Artanis,1680,Artanis,1160,Spirit,1220,Ares,1160.0,Stukov,900.0,Dehaka,1360.0,Helios,1460.0,Survivor,0.48738673
Spirit,1200,Mira,1640,Spirit,1480,Ares,1200,Ascendant,1180,Thakras,1200,Stukov,1200.0,Prophet,1860.0,Niadra,1120.0,Ascendant,1120.0,Survivor,0.28443018
Ares,1200,Zagara,1060,Stukov,1520,Scientist,1380,Selendis,1520,Ascendant,1200,Kerrigan,1420.0,Ascendant,1200.0,Ascendant,1200.0,Ascendant,1200.0,Survivor,0.49758875
Scientist,1220,Ascendant,2020,Dehaka,1300,Nomad,2100,Spirit,1260,Team Nova,2080,Prophet,1980.0,Artanis,1520.0,Zagara,1220.0,Selendis,1180.0,Kerrigan,0.09621807
Dehaka,1800,Artanis,1440,Nomad,1420,Dark Templar,1360,Prophet,780,Nomad,1560,Swann,1120.0,Ares,1420.0,Ascendant,1160.0,Niadra,1180.0,Survivor,0.7136911
Ascendant,1300,Dark Templar,1400,Zagara,1640,Ascendant,1960,Prophet,1740,Dehaka,1360,Scientist,1440.0,Stukov,1160.0,Scientist,1180.0,Swann,1180.0,Survivor,0.5283622
Artanis,1200,Prophet,2420,Kerrigan,2580,Ares,1180,Artanis,1520,Team Nova,1380,Spirit,2580.0,Artanis,1420.0,Ares,1760.0,Zagara,1120.0,Kerrigan,0.5048997
Prophet,1860,Stukov,1820,Nomad,1560,Zagara,1140,Ascendant,1800,Dehaka,1560,Scientist,1820.0,Artanis,1380.0,Dark Templar,1720.0,Ascendant,1200.0,Survivor,0.17248662
Kerrigan,1340,Scientist,1340,Spirit,1300,Dark Templar,1420,Ascendant,1220,Nomad,1740,Spirit,1140.0,Ascendant,1300.0,Spirit,1540.0,Zagara,1040.0,Kerrigan,0.30255142
Dark Templar,2240,Scientist,1600,Team Nova,2140,Zagara,1340,Helios,1440,Kerrigan,2320,Stukov,1560.0,Selendis,1400.0,Selendis,1580.0,Prophet,1500.0,Survivor,0.5375258
Ascendant,1200,Zagara,1140,Spirit,1940,Scientist,1120,Ascendant,1300,Prophet,1460,Kerrigan,1820.0,Spirit,1540.0,Stukov,1160.0,Ascendant,1200.0,Kerrigan,0.60467577
Scientist,1640,Prophet,1800,Ascendant,1140,Nomad,1540,Dehaka,1340,Mira,1420,Stukov,1320.0,Stukov,1560.0,Zagara,1240.0,Scientist,1500.0,Survivor,0.26222187
Ascendant,1400,Scientist,1180,Scientist,1280,Zagara,2580,Artanis,1420,Dehaka,1540,Dark Templar,1440.0,Prophet,1800.0,Nomad,1680.0,Artanis,1280.0,Kerrigan,0.93474466
Stukov,1560,Team Nova,1960,Kerrigan,2420,Ascendant,1220,Selendis,1460,Zagara,1060,Scientist,1480.0,Nomad,1620.0,Prophet,1500.0,Selendis,1580.0,Kerrigan,0.6708288
Team Nova,1800,Dehaka,1180,Helios,1440,Stukov,1580,Zagara,1660,Scientist,1380,Nomad,2220.0,Stukov,2160.0,Engineer,1180.0,Selendis,1540.0,Survivor,0.18441482
Selendis,1640,Thakras,1060,Spirit,1840,Zagara,1200,Selendis,1880,Ascendant,1320,Prophet,1660.0,Stukov,1220.0,Ares,1300.0,Dark Templar,1180.0,Kerrigan,0.12960197
Nomad,1640,Spirit,1840,Dehaka,1180,Prophet,1540,Team Nova,1220,Stukov,1120,Engineer,1200.0,Scientist,1480.0,Ascendant,1200.0,,,Survivor,0.24092183
Mira,1340,Spirit,1140,Mira,1460,Prophet,1320,Stukov,1320,Kerrigan,1700,Nomad,1560.0,Ascendant,1560.0,Dark Templar,1300.0,Zagara,1140.0,Survivor,0.57408816
Scientist,2160,Spirit,1560,Scientist,2040,Spirit,1400,Prophet,1480,Artanis,1420,Dark Templar,1540.0,Kerrigan,2200.0,Zagara,1240.0,Mira,1400.0,Survivor,0.5161832
Selendis,1240,Team Nova,1700,Dark Templar,1400,Prophet,1220,Zagara,1140,Dehaka,1420,Scientist,1820.0,Scientist,1460.0,Ascendant,1460.0,Spirit,1220.0,Survivor,0.29507688
Dehaka,2160,Selendis,1280,Helios,1420,Helios,2020,Nomad,1720,Niadra,1160,Ascendant,1200.0,Selendis,1560.0,Stukov,1180.0,Stukov,1540.0,Kerrigan,0.6410191
Scientist,1440,Stukov,1220,Stukov,1200,Nomad,1180,Dehaka,1560,Nomad,1200,Scientist,1200.0,Zagara,1400.0,Selendis,1840.0,Stukov,1440.0,Kerrigan,0.65930897
Team Nova,1800,Selendis,1540,Thakras,2160,Stukov,1620,Prophet,1520,Scientist,1160,Dark Templar,1360.0,Ascendant,1480.0,Zagara,1080.0,Ascendant,1560.0,Kerrigan,0.5881221
Dark Templar,860,Nomad,1420,Ascendant,2240,Engineer,2280,Prophet,1700,Scientist,1560,Ascendant,1200.0,Nomad,1700.0,Dehaka,1040.0,Zagara,1760.0,Survivor,0.15526916
Scientist,2480,Spirit,1640,Zagara,1220,Stukov,1400,Scientist,1760,Kerrigan,1960,Spirit,1260.0,Scion,2220.0,Prophet,1300.0,Team Nova,1420.0,Survivor,0.24670994
Prophet,2540,Spirit,1980,Team Nova,1480,Ascendant,1220,Zagara,1260,Dehaka,1500,Helios,1480.0,Selendis,1240.0,Stukov,1260.0,Scientist,1200.0,Survivor,0.19146825
